hierarchy	codingscheme	affiliation	battledimension	status	functionid	name	remarks
1.X.3.1.1.3.1 	S	*	G	*	UCAAD-	ANTI ARMOUR DISMOUNTED	
1.X.3.1.1.3.2 	S	*	G	*	UCAAL-	ANTI ARMOUR LIGHT	
1.X.3.1.1.3.3 	S	*	G	*	UCAAM-	ANTI ARMOUR AIRBORNE	
1.X.3.1.1.3.4 	S	*	G	*	UCAAS-	ANTI ARMOUR AIR ASSAULT	
1.X.3.1.1.3.5 	S	*	G	*	UCAAU-	ANTI ARMOUR MOUNTAIN	
1.X.3.1.1.3.6 	S	*	G	*	UCAAC-	ANTI ARMOUR ARCTIC	
1.X.3.1.1.3.7 	S	*	G	*	UCAAA-	ANTI ARMOUR ARMOURED	
1.X.3.1.1.3.7.1 	S	*	G	*	UCAAAT	ANTI ARMOUR ARMOURED TRACKED	
1.X.3.1.1.3.7.2 	S	*	G	*	UCAAAW	ANTI ARMOUR ARMOURED WHEELED	
1.X.3.1.1.3.7.3 	S	*	G	*	UCAAAS	ANTI ARMOUR ARMOURED AIR ASSAULT	
1.X.3.1.1.3.8 	S	*	G	*	UCAAO-	ANTI ARMOUR MOTORIZED	
1.X.3.1.1.3.8.1 	S	*	G	*	UCAAOS	ANTI ARMOUR MOTORIZED AIR ASSAULT	
1.X.3.1.1.4 	S	*	G	*	UCV---	AVIATION	
1.X.3.1.1.4.1 	S	*	G	*	UCVF--	FIXED WING	
1.X.3.1.1.4.1.1 	S	*	G	*	UCVFU-	UTILITY FIXED WING	
1.X.3.1.1.4.1.2 	S	*	G	*	UCVFA-	ATTACK FIXED WING	
1.X.3.1.1.4.1.2.1 	S	*	G	*	UCVUTP	TACTICAL AIR CONTROL PARTY (TACP)	
1.X.3.1.1.4.1.2.2 	S	*	G	*	UCVUFC	FORWARD AIR CONTROLLER (FAC)	
1.X.3.1.1.4.1.3 	S	*	G	*	UCVFR-	RECON FIXED WING	
1.X.3.1.1.4.2 	S	*	G	*	UCVR--	ROTARY WING	
1.X.3.1.1.4.2.1 	S	*	G	*	UCVRA-	ATTACK ROTARY WING	
1.X.3.1.1.4.2.2 	S	*	G	*	UCVRS-	SCOUT ROTARY WING	
1.X.3.1.1.4.2.3 	S	*	G	*	UCVRW-	ANTISUBMARINE WARFARE ROTARY WING	
1.X.3.1.1.4.2.4 	S	*	G	*	UCVRU-	UTILITY ROTARY WING	
1.X.3.1.1.4.2.4.1 	S	*	G	*	UCVRUL	LIGHT UTILITY ROTARY WING	
1.X.3.1.1.4.2.4.2 	S	*	G	*	UCVRUM	MEDIUM UTILITY ROTARY WING	
1.X.3.1.1.4.2.4.3 	S	*	G	*	UCVRUH	HEAVY UTILITY ROTARY WING	
1.X.3.1.1.4.2.5 	S	*	G	*	UCVRUC	C2 ROTARY WING	
1.X.3.1.1.4.2.6 	S	*	G	*	UCVRUE	MEDEVAC ROTARY WING	
1.X.3.1.1.4.2.7 	S	*	G	*	UCVRM-	MINE COUNTERMEASURE ROTARY WING	
1.X.3.1.1.4.3 	S	*	G	*	UCVS--	PERSONNEL RECOVERY	
1.X.3.1.1.4.4 	S	*	G	*	UCVC--	COMPOSITE	
1.X.3.1.1.4.5 	S	*	G	*	UCVV--	VERTICAL/SHORT TAKEOFF AND LANDING (V/STOL)	
1.X.3.1.1.4.6 	S	*	G	*	UCVU--	UNMANNED AERIAL VEHICLE	
1.X.3.1.1.4.6.1 	S	*	G	*	UCVUF-	UNMANNED AERIAL VEHICLE FIXED WING	
1.X.3.1.1.4.6.1.1 	S	*	G	*	UCVU--	AVIATION UAV CONTROL	Error in standard
1.X.3.1.1.4.6.1.2 	S	*	G	*	UCVU--	AVIATION UAV LAUNCHER	Error in standard	
1.X.3.1.1.4.6.1.3 	S	*	G	*	UCVU--	AVIATION UAV RECOVERY	Error in standard	
1.X.3.1.1.4.6.2 	S	*	G	*	UCVUR-	UNMANNED AERIAL VEHICLE ROTARY WING	
1.X.3.1.1.4.6.3 	S	*	G	*	UCVUTP	TACTICAL AIR CONTROL PARTY (TACP)	
1.X.3.1.1.4.6.4 	S	*	G	*	UCVUFC	FORWARD AIR CONTROLLER (FAC)	
1.X.3.1.1.5 	S	*	G	*	UCI---	INFANTRY	
1.X.3.1.1.5.1 	S	*	G	*	UCIL--	INFANTRY LIGHT	
1.X.3.1.1.5.2 	S	*	G	*	UCIM--	INFANTRY MOTORIZED	
1.X.3.1.1.5.3 	S	*	G	*	UCIO--	INFANTRY MOUNTAIN	
1.X.3.1.1.5.4 	S	*	G	*	UCIA--	INFANTRY AIRBORNE	
1.X.3.1.1.5.5 	S	*	G	*	UCIS--	INFANTRY AIR ASSAULT	
1.X.3.1.1.5.6 	S	*	G	*	UCIZ--	INFANTRY MECHANIZED	
1.X.3.1.1.5.7 	S	*	G	*	UCIN--	INFANTRY NAVAL	
1.X.3.1.1.5.8 	S	*	G	*	UCII--	INFANTRY FIGHTING VEHICLE	
1.X.3.1.1.5.9 	S	*	G	*	UCIC--	INFANTRY ARCTIC	
1.X.3.1.1.5.10 	S	*	G	*	UCIC--	INFANTRY SNIPER	Error in standard	
1.X.3.1.1.6 	S	*	G	*	UCE---	ENGINEER	
1.X.3.1.1.6.1 	S	*	G	*	UCEC--	ENGINEER COMBAT	
1.X.3.1.1.6.1.1 	S	*	G	*	UCECS-	ENGINEER COMBAT AIR ASSAULT	
1.X.3.1.1.6.1.2 	S	*	G	*	UCECA-	ENGINEER COMBAT AIRBORNE	
1.X.3.1.1.6.1.3 	S	*	G	*	UCECC-	ENGINEER COMBAT ARCTIC	
1.X.3.1.1.6.1.4 	S	*	G	*	UCECL-	ENGINEER COMBAT LIGHT	
1.X.3.1.1.6.1.5 	S	*	G	*	UCECM-	ENGINEER COMBAT MEDIUM	
1.X.3.1.1.6.1.6 	S	*	G	*	UCECH-	ENGINEER COMBAT HEAVY	
1.X.3.1.1.6.1.7 	S	*	G	*	UCECT-	ENGINEER COMBAT MECHANIZED (TRACK)	
1.X.3.1.1.6.1.8 	S	*	G	*	UCECW-	ENGINEER COMBAT MOTORIZED	
1.X.3.1.1.6.1.9 	S	*	G	*	UCECO-	ENGINEER COMBAT MOUNTAIN	
1.X.3.1.1.6.1.10 	S	*	G	*	UCECR-	ENGINEER COMBAT RECON	
1.X.3.1.1.6.1.11 	S	*	G	*	UCEC--	ENGINEER COMBAT BRIDGING	Error in standard	
1.X.3.1.1.6.1.12 	S	*	G	*	UCEC--	ENGINEER COMBAT MINE CLEARING	Error in standard	
1.X.3.1.1.6.1.13 	S	*	G	*	UCEC--	ENGINEER COMBAT MINE LAYING	Error in standard	
1.X.3.1.1.6.1.14 	S	*	G	*	UCEC--	ENGINEER COMBAT DIVING	Error in standard	
1.X.3.1.1.6.2 	S	*	G	*	UCEN--	ENGINEER CONSTRUCTION	
1.X.3.1.1.6.2.1 	S	*	G	*	UCENN-	ENGINEER NAVAL CONSTRUCTION	
1.X.3.1.1.7 	S	*	G	*	UCF---	FIELD ARTILLERY	
1.X.3.1.1.7.1 	S	*	G	*	UCFH--	HOWITZER/GUN	
1.X.3.1.1.7.1.1 	S	*	G	*	UCFHE-	SELF PROPELLED	
1.X.3.1.1.7.1.2 	S	*	G	*	UCFHS-	AIR ASSAULT	
1.X.3.1.1.7.1.3 	S	*	G	*	UCFHA-	AIRBORNE	
1.X.3.1.1.7.1.4 	S	*	G	*	UCFHC-	ARCTIC	
1.X.3.1.1.7.1.5 	S	*	G	*	UCFHO-	MOUNTAIN	
1.X.3.1.1.7.1.6 	S	*	G	*	UCFHL-	LIGHT	
1.X.3.1.1.7.1.7 	S	*	G	*	UCFHM-	MEDIUM	
1.X.3.1.1.7.1.8 	S	*	G	*	UCFHH-	HEAVY	
1.X.3.1.1.7.1.9 	S	*	G	*	UCFHX-	AMPHIBIOUS	
1.X.3.1.1.7.2 	S	*	G	*	UCFR--	ROCKET	
1.X.3.1.1.7.2.1 	S	*	G	*	UCFRS-	SINGLE ROCKET LAUNCHER	
1.X.3.1.1.7.2.1.1 	S	*	G	*	UCFRSS	SINGLE ROCKET SELF PROPELLED	
1.X.3.1.1.7.2.1.2 	S	*	G	*	UCFRSR	SINGLE ROCKET TRUCK	
1.X.3.1.1.7.2.1.3 	S	*	G	*	UCFRST	SINGLE ROCKET TOWED	
1.X.3.1.1.7.2.2 	S	*	G	*	UCFRM-	MULTI ROCKET LAUNCHER	
1.X.3.1.1.7.2.2.1 	S	*	G	*	UCFRMS	MULTI ROCKET SELF PROPELLED	
1.X.3.1.1.7.2.2.2 	S	*	G	*	UCFRMR	MULTI ROCKET TRUCK	
1.X.3.1.1.7.2.2.3 	S	*	G	*	UCFRMT	MULTI ROCKET TOWED	
1.X.3.1.1.7.3 	S	*	G	*	UCFT--	TARGET ACQUISITION	
1.X.3.1.1.7.3.1 	S	*	G	*	UCFTR-	RADAR	
1.X.3.1.1.7.3.2 	S	*	G	*	UCFTS-	SOUND	
1.X.3.1.1.7.3.3 	S	*	G	*	UCFTF-	FLASH (OPTICAL)	
1.X.3.1.1.7.3.4 	S	*	G	*	UCFTC-	TARGET ACQUISITION MOUNTED	
1.X.3.1.1.7.3.4.1 	S	*	G	*	UCFTCD	TARGET ACQUISITION DISMOUNTED	
1.X.3.1.1.7.3.4.2 	S	*	G	*	UCFTCM	TARGET ACQUISITION TRACKED	
1.X.3.1.1.7.3.5 	S	*	G	*	UCFTA-	TARGET ACQUISITION NAVAL GUNFIRE	
1.X.3.1.1.7.4 	S	*	G	*	UCFM--	MORTAR	
1.X.3.1.1.7.4.1 	S	*	G	*	UCFMS-	SELF PROPELLED (SP) TRACKED MORTAR	
1.X.3.1.1.7.4.2 	S	*	G	*	UCFMSW	SP WHEELED MORTAR	
1.X.3.1.1.7.4.3 	S	*	G	*	UCFMT-	TOWED MORTAR	
1.X.3.1.1.7.4.3.1 	S	*	G	*	UCFMTA	TOWED AIRBORNE MORTAR	
1.X.3.1.1.7.4.3.2 	S	*	G	*	UCFMTS	TOWED AIR ASSAULT MORTAR	
1.X.3.1.1.7.4.3.3 	S	*	G	*	UCFMTC	TOWED ARCTIC MORTAR	
1.X.3.1.1.7.4.3.4 	S	*	G	*	UCFMTO	TOWED MOUNTAIN MORTAR	
1.X.3.1.1.7.4.4 	S	*	G	*	UCFML-	AMPHIBIOUS MORTAR	
1.X.3.1.1.7.5 	S	*	G	*	UCFS--	ARTILLERY SURVEY	
1.X.3.1.1.7.5.1 	S	*	G	*	UCFSS-	AIR ASSAULT	
1.X.3.1.1.7.5.2 	S	*	G	*	UCFSA-	AIRBORNE	
1.X.3.1.1.7.5.3 	S	*	G	*	UCFSL-	LIGHT	
1.X.3.1.1.7.5.4 	S	*	G	*	UCFSO-	MOUNTAIN	
1.X.3.1.1.7.6 	S	*	G	*	UCFO--	METEOROLOGICAL	
1.X.3.1.1.7.6.1 	S	*	G	*	UCFOS-	AIR ASSAULT METEOROLOGICAL	
1.X.3.1.1.7.6.2 	S	*	G	*	UCFOA-	AIRBORNE METEOROLOGICAL	
1.X.3.1.1.7.6.3 	S	*	G	*	UCFOL-	LIGHT METEOROLOGICAL	
1.X.3.1.1.7.6.4 	S	*	G	*	UCFOO-	MOUNTAIN METEOROLOGICAL	
1.X.3.1.1.7.7 	S	*	G	*	UCF---	FIRE DIRECTION CENTRE	Error in standard	
1.X.3.1.1.7.8 	S	*	G	*	UCF---	OBERSERVER	Error in standard	
1.X.3.1.1.8 	S	*	G	*	UCR---	RECONNAISSANCE	
1.X.3.1.1.8.1 	S	*	G	*	UCRH--	RECONNAISSANCE HORSE	
1.X.3.1.1.8.2 	S	*	G	*	UCRV--	RECONNAISSANCE CAVALRY	
1.X.3.1.1.8.2.1 	S	*	G	*	UCRVA-	RECONNAISSANCE CAVALRY ARMOURED	
1.X.3.1.1.8.2.2 	S	*	G	*	UCRVM-	RECONNAISSANCE CAVALRY MOTORIZED	
1.X.3.1.1.8.2.3 	S	*	G	*	UCRVG-	RECONNAISSANCE CAVALRY GROUND	
1.X.3.1.1.8.2.4 	S	*	G	*	UCRVO-	RECONNAISSANCE CAVALRY AIR	
1.X.3.1.1.8.3 	S	*	G	*	UCRC--	RECONNAISSANCE ARCTIC	
1.X.3.1.1.8.4 	S	*	G	*	UCRS--	RECONNAISSANCE AIR ASSAULT	
1.X.3.1.1.8.5 	S	*	G	*	UCRA--	RECONNAISSANCE AIRBORNE	
1.X.3.1.1.8.6 	S	*	G	*	UCRO--	RECONNAISSANCE MOUNTAIN	
1.X.3.1.1.8.7 	S	*	G	*	UCRLL--	RECONNAISSANCE LIGHT	
1.X.3.1.1.8.8 	S	*	G	*	UCRR--	RECONNAISSANCE MARINE	
1.X.3.1.1.8.8.1 	S	*	G	*	UCRRD-	RECONNAISSANCE MARINE DIVISION	
1.X.3.1.1.8.8.2 	S	*	G	*	UCRRF-	RECONNAISSANCE MARINE FORCE	
1.X.3.1.1.8.8.3 	S	*	G	*	UCRRL-	RECONNAISSANCE MARINE LIGHT ARMOURED RECONNAISSANCE (LAR)	
1.X.3.1.1.8.9 	S	*	G	*	UCRX--	RECONNAISSANCE LONG RANGE SURVEILLANCE (LRS)	
1.X.3.1.1.9 	S	*	G	*	UCM---	MISSILE (SURFACE-SURFACE)	
1.X.3.1.1.9.1 	S	*	G	*	UCMT--	MISSILE (SURFACE-SURFACE) TACTICAL	
1.X.3.1.1.9.2 	S	*	G	*	UCMS--	MISSILE (SURFACE-SURFACE) STRATEGIC	
1.X.3.1.1.10 	S	*	G	*	UCS---	INTERNAL SECURITY FORCES	
1.X.3.1.1.10.1 	S	*	G	*	UCSW--	RIVERINE	
1.X.3.1.1.10.2 	S	*	G	*	UCSG--	GROUND	
1.X.3.1.1.10.2.1 	S	*	G	*	UCSGD-	DISMOUNTED GROUND	
1.X.3.1.1.10.2.2 	S	*	G	*	UCSGM-	MOTORIZED GROUND	
1.X.3.1.1.10.2.3 	S	*	G	*	UCSGA-	MECHANIZED GROUND	
1.X.3.1.1.10.3 	S	*	G	*	UCSM--	WHEELED MECHANIZED	
1.X.3.1.1.10.4 	S	*	G	*	UCSR--	RAILROAD	
1.X.3.1.1.10.5 	S	*	G	*	UCSA--	AVIATION	
1.X.3.1.2 	S	*	G	*	UU----	COMBAT SUPPORT	
1.X.3.1.2.1 	S	*	G	*	UUA---	COMBAT SUPPORT CBRN	
1.X.3.1.2.1.1 	S	*	G	*	UUAC--	CHEMICAL	
1.X.3.1.2.1.1.1 	S	*	G	*	UUACC-	SMOKE/DECON	
1.X.3.1.2.1.1.1.1 	S	*	G	*	UUACCK	MECHANIZED SMOKE/DECON	
1.X.3.1.2.1.1.1.2 	S	*	G	*	UUACCM	MOTORIZED SMOKE/DECON	
1.X.3.1.2.1.1.2 	S	*	G	*	UUACS-	SMOKE	
1.X.3.1.2.1.1.2.1 	S	*	G	*	UUACSM	MOTORIZED SMOKE	
1.X.3.1.2.1.1.2.2 	S	*	G	*	UUACSA	ARMOUR SMOKE	
1.X.3.1.2.1.1.3 	S	*	G	*	UUACR-	CHEMICAL RECON	
1.X.3.1.2.1.1.3.1 	S	*	G	*	UUACRW	CHEMICAL WHEELED ARMOURED VEHICLE	
1.X.3.1.2.1.1.3.2 	S	*	G	*	UUACRS	CHEMICAL WHEELED ARMOURED VEHICLE RECONNAISSANCE SURVEILLANCE	
1.X.3.1.2.1.2 	S	*	G	*	UUAN--	NUCLEAR	
1.X.3.1.2.1.3 	S	*	G	*	UUAB--	BIOLOGICAL	
1.X.3.1.2.1.3.1 	S	*	G	*	UUABR-	RECON EQUIPPED	
1.X.3.1.2.1.4 	S	*	G	*	UUAD--	DECONTAMINATION	
1.X.3.1.2.2 	S	*	G	*	UUM---	MILITARY INTELLIGENCE	
1.X.3.1.2.2.1 	S	*	G	*	UUMA--	AERIAL EXPLOITATION	
1.X.3.1.2.2.2 	S	*	G	*	UUMS--	SIGNAL INTELLIGENCE (SIGINT)	
1.X.3.1.2.2.2.1 	S	*	G	*	UUMSE-	ELECTRONIC WARFARE	
1.X.3.1.2.2.2.1.1 	S	*	G	*	UUMSEA	ARMOURED WHEELED VEHICLE	
1.X.3.1.2.2.2.1.2 	S	*	G	*	UUMSED	DIRECTION FINDING	
1.X.3.1.2.2.2.1.3 	S	*	G	*	UUMSEI	INTERCEPT	
1.X.3.1.2.2.2.1.4 	S	*	G	*	UUMSEJ	JAMMING	
1.X.3.1.2.2.2.1.5 	S	*	G	*	UUMSET	THEATRE	
1.X.3.1.2.2.2.1.6 	S	*	G	*	UUMSEC	CORPS	
1.X.3.1.2.2.3 	S	*	G	*	UUMC--	COUNTER INTELLIGENCE	
1.X.3.1.2.2.4 	S	*	G	*	UUMR--	SURVEILLANCE	
1.X.3.1.2.2.4.1 	S	*	G	*	UUMRG-	GROUND SURVEILLANCE RADAR	
1.X.3.1.2.2.4.2 	S	*	G	*	UUMRS-	SENSOR	
1.X.3.1.2.2.4.2.1 	S	*	G	*	UUMRSS	SENSOR SCM	
1.X.3.1.2.2.4.3 	S	*	G	*	UUMRX-	GROUND STATION MODULE	
1.X.3.1.2.2.4.4 	S	*	G	*	UUMMO-	METEOROLOGICAL	
1.X.3.1.2.2.5 	S	*	G	*	UUMO--	OPERATIONS	
1.X.3.1.2.2.6 	S	*	G	*	UUMT--	TACTICAL EXPLOIT	
1.X.3.1.2.2.7 	S	*	G	*	UUMQ--	INTERROGATION	
1.X.3.1.2.2.8 	S	*	G	*	UUMJ--	JOINT INTELLIGENCE CENTRE	
1.X.3.1.2.3 	S	*	G	*	UUL---	LAW ENFORCEMENT UNIT	
1.X.3.1.2.3.1 	S	*	G	*	UULS--	SHORE PATROL	
1.X.3.1.2.3.2 	S	*	G	*	UULM--	MILITARY POLICE	
1.X.3.1.2.3.3 	S	*	G	*	UULC--	CIVILIAN LAW ENFORCEMENT	
1.X.3.1.2.3.4 	S	*	G	*	UULF--	SECURITY POLICE (AIR)	
1.X.3.1.2.3.5 	S	*	G	*	UULD--	CENTRAL INTELLIGENCE DIVISION (CID)	
1.X.3.1.2.4 	S	*	G	*	UUS---	SIGNAL UNIT	
1.X.3.1.2.4.1 	S	*	G	*	UUSA--	AREA	
1.X.3.1.2.4.2 	S	*	G	*	UUSC--	COMMUNICATION CONFIGURED PACKAGE	
1.X.3.1.2.4.2.1 	S	*	G	*	UUSCL-	LARGE COMMUNICATION CONFIGURED PACKAGE (LCCP)	
1.X.3.1.2.4.3 	S	*	G	*	UUSO--	COMMAND OPERATIONS	
1.X.3.1.2.4.4 	S	*	G	*	UUSF--	FORWARD COMMUNICATIONS	
1.X.3.1.2.4.5 	S	*	G	*	UUSM--	MULTIPLE SUBSCRIBER ELEMENT	
1.X.3.1.2.4.5.1 	S	*	G	*	UUSMS-	SMALL EXTENSION NODE	
1.X.3.1.2.4.5.2 	S	*	G	*	UUSML-	LARGE EXTENSION NODE	
1.X.3.1.2.4.5.3 	S	*	G	*	UUSMN-	NODE CENTRE	
1.X.3.1.2.4.6 	S	*	G	*	UUSR--	RADIO UNIT	
1.X.3.1.2.4.6.1 	S	*	G	*	UUSRS-	TACTICAL SATELLITE	
1.X.3.1.2.4.6.2 	S	*	G	*	UUSRT-	TELETYPE CENTRE	
1.X.3.1.2.4.6.3 	S	*	G	*	UUSRW-	RELAY	
1.X.3.1.2.4.7 	S	*	G	*	UUSS--	SIGNAL SUPPORT	
1.X.3.1.2.4.8 	S	*	G	*	UUSW--	TELEPHONE SWITCH	
1.X.3.1.2.4.9 	S	*	G	*	UUSX--	ELECTRONIC RANGING	
1.X.3.1.2.5 	S	*	G	*	UUI---	INFORMATION WARFARE UNIT	
1.X.3.1.2.6 	S	*	G	*	UUX---	LANDING SUPPORT	
1.X.3.1.2.7 	S	*	G	*	UUE---	EXPLOSIVE ORDINANCE DISPOSAL	
1.X.3.1.2.8 	S	*	G	*	UUT---	TOPOGRAPHIC	
1.X.3.1.2.9 	S	*	G	*	UU----	DOG	Error in standard	
1.X.3.1.2.10 	S	*	G	*	UUD---	DRILLING	
1.X.3.1.3 	S	*	G	*	US----	COMBAT SERVICE SUPPORT	
1.X.3.1.3.1 	S	*	G	*	USA---	ADMINISTRATIVE (ADMIN)	
1.X.3.1.3.1.1 	S	*	G	*	USAT--	ADMIN THEATRE	
1.X.3.1.3.1.2 	S	*	G	*	USAC--	ADMIN CORPS	
1.X.3.1.3.1.3 	S	*	G	*	USAJ--	JUDGE ADVOCATE GENERAL (JAG)	
1.X.3.1.3.1.3.1 	S	*	G	*	USAJT-	JAG THEATRE	
1.X.3.1.3.1.3.2 	S	*	G	*	USAJC-	JAG CORPS	
1.X.3.1.3.1.4 	S	*	G	*	USAO--	POSTAL	
1.X.3.1.3.1.4.1 	S	*	G	*	USAOT-	POSTAL THEATRE	
1.X.3.1.3.1.4.2 	S	*	G	*	USAOC-	POSTAL CORPS	
1.X.3.1.3.1.5 	S	*	G	*	USAF--	FINANCE	
1.X.3.1.3.1.5.1 	S	*	G	*	USAFT-	FINANCE THEATRE	
1.X.3.1.3.1.5.2 	S	*	G	*	USAFC-	FINANCE CORPS	
1.X.3.1.3.1.6 	S	*	G	*	USAS--	PERSONNEL SERVICES	
1.X.3.1.3.1.6.1 	S	*	G	*	USAST-	PERSONNEL THEATRE	
1.X.3.1.3.1.6.2 	S	*	G	*	USASC-	PERSONNEL CORPS	
1.X.3.1.3.1.7 	S	*	G	*	USAM--	MORTUARY/GRAVES REGISTRY	
1.X.3.1.3.1.7.1 	S	*	G	*	USAMT-	MORTUARY/GRAVES REGISTRY THEATRE	
1.X.3.1.3.1.7.2 	S	*	G	*	USAMC-	MORTUARY/GRAVES REGISTRY CORPS	
1.X.3.1.3.1.8 	S	*	G	*	USAR--	RELIGIOUS/CHAPLAIN	
1.X.3.1.3.1.8.1 	S	*	G	*	USART-	RELIGIOUS/CHAPLAIN THEATRE	
1.X.3.1.3.1.8.2 	S	*	G	*	USARC-	RELIGIOUS/CHAPLAIN CORPS	
1.X.3.1.3.1.9 	S	*	G	*	USAP--	PUBLIC AFFAIRS	
1.X.3.1.3.1.9.1 	S	*	G	*	USAPT-	PUBLIC AFFAIRS THEATRE	
1.X.3.1.3.1.9.2 	S	*	G	*	USAPC-	PUBLIC AFFAIRS CORPS	
1.X.3.1.3.1.9.3 	S	*	G	*	USAPB-	PUBLIC AFFAIRS BROADCAST	
1.X.3.1.3.1.9.3.1 	S	*	G	*	USAPBT	PUBLIC AFFAIRS BROADCAST THEATRE	
1.X.3.1.3.1.9.3.2 	S	*	G	*	USAPBC	PUBLIC AFFAIRS BROADCAST CORPS	
1.X.3.1.3.1.9.4 	S	*	G	*	USAPM-	PUBLIC AFFAIRS JOINT INFORMATION BUREAU (JIB)	
1.X.3.1.3.1.9.4.1 	S	*	G	*	USAPMT	PUBLIC AFFAIRS JIB THEATRE	
1.X.3.1.3.1.9.4.2 	S	*	G	*	USAPMC	PUBLIC AFFAIRS JIB CORPS	
1.X.3.1.3.1.10 	S	*	G	*	USAX--	REPLACEMENT HOLDING UNIT (RHU)	
1.X.3.1.3.1.10.1 	S	*	G	*	USAXT-	RHU THEATRE	
1.X.3.1.3.1.10.2 	S	*	G	*	USAXC-	RHU CORPS	
1.X.3.1.3.1.11 	S	*	G	*	USAL--	LABOUR	
1.X.3.1.3.1.11.1 	S	*	G	*	USALT-	LABOUR THEATRE	
1.X.3.1.3.1.11.2 	S	*	G	*	USALC-	LABOUR CORPS	
1.X.3.1.3.1.12 	S	*	G	*	USAW--	MORAL, WELFARE, RECREATION (MWR)	
1.X.3.1.3.1.12.1 	S	*	G	*	USAWT-	MWR THEATRE	
1.X.3.1.3.1.12.2 	S	*	G	*	USAWC-	MWR CORPS	
1.X.3.1.3.1.13 	S	*	G	*	USAQ--	QUARTERMASTER (SUPPLY)	
1.X.3.1.3.1.13.1 	S	*	G	*	USAQT-	QUARTERMASTER (SUPPLY) THEATRE	
1.X.3.1.3.1.13.2 	S	*	G	*	USAQC-	QUARTERMASTER (SUPPLY) CORPS	
1.X.3.1.3.2 	S	*	G	*	USM---	MEDICAL	
1.X.3.1.3.2.1 	S	*	G	*	USMT--	MEDICAL THEATRE	
1.X.3.1.3.2.2 	S	*	G	*	USMC--	MEDICAL CORPS	
1.X.3.1.3.2.3 	S	*	G	*	USMM--	MEDICAL TREATMENT FACILITY	
1.X.3.1.3.2.3.1 	S	*	G	*	USMMT-	MEDICAL TREATMENT FACILITY THEATRE	
1.X.3.1.3.2.3.2 	S	*	G	*	USMMC-	MEDICAL TREATMENT FACILITY CORPS	
