hierarchy	codingscheme	affiliation	battledimension	status	functionid	name	remarks
1.X.3.2.2.3.1 	S	*	G	*	EVEB--	BRIDGE
1.X.3.2.2.3.2 	S	*	G	*	EVEE--	EARTHMOVER
1.X.3.2.2.3.2.1 	S	*	G	*	EVEE--	MULTIFUNCTIONAL EARTHMOVER/DIGGER
1.X.3.2.2.3.3 	S	*	G	*	EVEC--	CONSTRUCTION VEHICLE
1.X.3.2.2.3.4 	S	*	G	*	EVEM--	MINE LAYING VEHICLE
1.X.3.2.2.3.4.1 	S	*	G	*	EVEMA-	ARMOURED VEHICLE MOUNTED
1.X.3.2.2.3.4.2 	S	*	G	*	EVEMT-	TRAILER MOUNTED
1.X.3.2.2.3.4.3 	S	*	G	*	EVEMV-	ARMOURED CARRIER WITH VOLCANO
1.X.3.2.2.3.4.5 	S	*	G	*	EVEMSM	ARMOURED CARRIER WITH SCATTERABLE MINES
1.X.3.2.2.3.5 	S	*	G	*	EVED--	DOZER
1.X.3.2.2.3.6 	S	*	G	*	EVD---	DRILLING VEHICLE
1.X.3.2.2.4 	S	*	G	*	EVST--	TRAIN LOCOMOTIVE
1.X.3.2.2.5 	S	*	G	*	EVC---	CIVILIAN VEHICLE
1.X.3.2.3 	S	*	G	*	ES----	SENSOR
1.X.3.2.3.1 	S	*	G	*	ESR---	RADAR
1.X.3.2.3.2 	S	*	G	*	ESE---	EMPLACED SENSOR
1.X.3.2.4 	S	*	G	*	EX----	SPECIAL EQUIPMENT	N/A
1.X.3.2.4.1 	S	*	G	*	EXL---	LASER
1.X.3.2.4.2 	S	*	G	*	EXN---	CBRN EQUIPMENT
1.X.3.2.4.3 	S	*	G	*	EXF---	FLAME THROWER
1.X.3.2.4.4 	S	*	G	*	EXM---	LAND MINES
1.X.3.2.4.4.1 	S	*	G	*	EXMC--	LAND MINES, LETHAL
1.X.3.2.4.4.2 	S	*	G	*	EXML--	LESS THAN LETHAL
